;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;favourite_sport;state;first_born;y
13104;26;self-employed;single;secondary;no;551.0;no;no;cellular;8;jul;531.0;1;-1;0;unknown;Soccer;Lisboa;yes;yes
13105;33;admin.;single;tertiary;no;621.0;no;no;cellular;8;jul;217.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13106;55;retired;married;tertiary;no;197.0;no;yes;cellular;8;jul;256.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13107;25;technician;single;secondary;no;;no;yes;cellular;8;jul;634.0;1;-1;0;unknown;Soccer;Lisboa;yes;yes
13108;38;admin.;married;secondary;no;-14.0;no;yes;cellular;8;jul;;1;-1;0;unknown;Soccer;Lisboa;no;no
13109;27;services;single;secondary;no;;no;no;cellular;8;jul;260.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13110;58;retired;married;unknown;no;-230.0;no;yes;cellular;8;jul;133.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13111;25;blue-collar;married;secondary;no;101.0;no;yes;cellular;8;jul;460.0;3;-1;0;unknown;Basketball;Lisboa;no;yes
13112;42;blue-collar;married;primary;no;1556.0;no;yes;cellular;8;jul;;1;-1;0;unknown;Tennis;Lisboa;yes;no
13113;40;services;married;primary;no;-45.0;no;yes;cellular;8;jul;166.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13114;30;technician;married;secondary;no;139.0;no;yes;cellular;8;jul;;2;-1;0;unknown;Soccer;Lisboa;no;no
13115;26;services;single;secondary;no;-90.0;no;yes;cellular;8;jul;240.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
13116;58;technician;married;unknown;no;-509.0;no;yes;cellular;8;jul;239.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13117;59;retired;divorced;primary;no;830.0;no;yes;cellular;8;jul;116.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13118;48;management;single;secondary;no;1106.0;no;yes;cellular;8;jul;265.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13119;59;services;divorced;secondary;no;136.0;no;yes;telephone;8;jul;176.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13120;34;admin.;single;tertiary;no;-199.0;no;yes;cellular;8;jul;130.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
13121;53;technician;divorced;primary;no;-834.0;yes;yes;cellular;8;jul;130.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13122;42;unemployed;married;secondary;no;;no;yes;cellular;8;jul;96.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13123;25;technician;single;secondary;no;218.0;no;yes;cellular;8;jul;272.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13124;25;management;single;secondary;no;1923.0;no;yes;cellular;8;jul;71.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13125;28;admin.;single;unknown;no;2736.0;no;no;cellular;8;jul;705.0;1;-1;0;unknown;Tennis;Lisboa;no;yes
13126;41;admin.;single;secondary;no;26.0;no;no;cellular;8;jul;428.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13127;45;services;single;secondary;no;-688.0;no;yes;cellular;8;jul;106.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13128;29;blue-collar;married;primary;no;50.0;no;no;cellular;8;jul;185.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13129;25;management;single;unknown;no;314.0;no;yes;cellular;8;jul;455.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13130;51;technician;married;secondary;no;564.0;no;yes;cellular;8;jul;187.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13131;26;management;single;tertiary;no;33.0;no;yes;cellular;8;jul;253.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13132;27;entrepreneur;single;unknown;no;;no;no;cellular;8;jul;154.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13133;39;services;married;secondary;no;87.0;no;no;cellular;8;jul;114.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13134;30;student;single;unknown;no;-145.0;no;yes;cellular;8;jul;154.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13135;25;self-employed;single;tertiary;no;-44.0;no;yes;cellular;8;jul;201.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13136;29;management;married;tertiary;no;;no;yes;cellular;8;jul;574.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
13137;39;technician;married;secondary;no;130.0;no;no;cellular;8;jul;202.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13138;27;management;single;tertiary;yes;;no;yes;cellular;8;jul;46.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13139;28;housemaid;married;secondary;no;1294.0;yes;no;cellular;8;jul;401.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13140;38;admin.;married;secondary;no;338.0;no;yes;cellular;8;jul;191.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13141;60;retired;married;primary;no;280.0;no;no;telephone;8;jul;291.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13142;26;services;single;secondary;yes;74.0;no;no;cellular;8;jul;362.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13143;42;unemployed;divorced;secondary;no;2699.0;no;no;cellular;8;jul;92.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13144;51;management;married;tertiary;no;3604.0;no;yes;telephone;8;jul;287.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13145;30;blue-collar;married;secondary;no;1177.0;no;yes;cellular;8;jul;220.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13146;25;technician;single;secondary;no;102.0;no;yes;cellular;8;jul;574.0;2;-1;0;unknown;Basketball;Lisboa;no;yes
13147;42;admin.;married;secondary;no;-150.0;no;yes;cellular;8;jul;249.0;3;-1;0;unknown;Soccer;Lisboa;yes;no
13148;28;blue-collar;married;secondary;no;2322.0;no;no;cellular;8;jul;82.0;4;-1;0;unknown;Soccer;Lisboa;yes;no
13149;33;admin.;single;secondary;no;1248.0;no;no;cellular;8;jul;359.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13150;54;management;married;tertiary;no;3.0;no;yes;cellular;8;jul;443.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13151;42;management;married;tertiary;no;478.0;no;yes;cellular;8;jul;165.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13152;44;technician;divorced;secondary;no;26.0;no;no;telephone;8;jul;190.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13153;31;blue-collar;married;primary;no;229.0;no;no;telephone;8;jul;186.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13154;56;entrepreneur;married;tertiary;no;51439.0;no;yes;cellular;8;jul;325.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13155;28;services;married;secondary;no;510.0;yes;yes;cellular;8;jul;1767.0;2;-1;0;unknown;Tennis;Lisboa;yes;yes
13156;32;entrepreneur;divorced;secondary;no;;no;yes;cellular;8;jul;145.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13157;55;blue-collar;married;secondary;yes;67.0;no;no;cellular;8;jul;267.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13158;31;self-employed;married;secondary;no;731.0;no;yes;cellular;8;jul;188.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13159;35;admin.;divorced;secondary;no;148.0;no;yes;cellular;8;jul;199.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13160;26;technician;single;secondary;no;68.0;no;yes;cellular;8;jul;141.0;3;-1;0;unknown;Tennis;Lisboa;no;no
13161;40;blue-collar;married;primary;no;143.0;no;yes;cellular;8;jul;;2;-1;0;unknown;Basketball;Lisboa;no;no
13162;33;blue-collar;married;tertiary;no;;no;yes;cellular;8;jul;545.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13163;25;blue-collar;married;secondary;no;4280.0;no;yes;cellular;8;jul;148.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13164;28;blue-collar;single;secondary;no;517.0;no;yes;cellular;8;jul;681.0;1;-1;0;unknown;Basketball;Lisboa;no;yes
13165;41;admin.;married;secondary;no;120.0;no;yes;cellular;8;jul;489.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13166;37;blue-collar;married;primary;no;33.0;no;yes;cellular;8;jul;483.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13167;59;blue-collar;married;primary;no;3540.0;no;no;cellular;8;jul;165.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13168;57;admin.;married;secondary;no;2137.0;no;no;telephone;8;jul;;7;-1;0;unknown;Tennis;Lisboa;yes;no
13169;34;self-employed;divorced;unknown;no;28.0;no;yes;cellular;8;jul;245.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13170;54;management;married;tertiary;no;-547.0;no;no;cellular;8;jul;156.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13171;50;technician;married;primary;no;-315.0;no;yes;cellular;8;jul;173.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
13172;52;technician;married;secondary;no;786.0;no;no;cellular;8;jul;310.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13173;59;blue-collar;divorced;primary;no;1.0;no;yes;cellular;8;jul;214.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
13174;33;entrepreneur;divorced;tertiary;no;37.0;no;yes;cellular;8;jul;1082.0;1;-1;0;unknown;Soccer;Lisboa;yes;yes
13175;53;services;divorced;primary;no;;no;yes;cellular;8;jul;206.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13176;26;management;single;tertiary;no;8303.0;no;no;cellular;8;jul;143.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13177;45;management;divorced;tertiary;no;854.0;no;yes;cellular;8;jul;730.0;1;-1;0;unknown;Soccer;Lisboa;no;yes
13178;56;admin.;single;secondary;no;-273.0;no;no;cellular;8;jul;119.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
13179;41;blue-collar;married;primary;no;-692.0;yes;no;cellular;8;jul;125.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13180;35;self-employed;married;tertiary;yes;28.0;no;yes;cellular;8;jul;259.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13181;55;retired;married;secondary;no;971.0;no;yes;cellular;8;jul;154.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13182;28;management;married;tertiary;no;3694.0;no;yes;cellular;8;jul;70.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13183;60;retired;married;secondary;no;1141.0;no;yes;cellular;8;jul;211.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13184;35;entrepreneur;single;tertiary;yes;793.0;no;yes;cellular;8;jul;163.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13185;51;retired;married;secondary;no;35.0;no;yes;cellular;8;jul;;4;-1;0;unknown;Soccer;Lisboa;no;no
13186;36;services;married;secondary;no;;no;yes;cellular;8;jul;716.0;5;-1;0;unknown;Soccer;Lisboa;no;yes
13187;34;admin.;single;secondary;no;280.0;no;no;cellular;8;jul;86.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13188;33;services;single;secondary;no;0.0;no;no;cellular;8;jul;116.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13189;30;services;married;secondary;no;;yes;yes;cellular;8;jul;250.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13190;35;blue-collar;married;primary;no;;no;no;cellular;8;jul;338.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13191;56;retired;married;secondary;no;;no;yes;cellular;8;jul;175.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13192;56;housemaid;married;primary;no;306.0;no;yes;cellular;8;jul;212.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13193;49;admin.;married;secondary;no;13229.0;no;yes;telephone;8;jul;77.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
13194;41;technician;single;secondary;no;-3.0;no;no;cellular;8;jul;413.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13195;57;technician;married;primary;no;;no;no;cellular;8;jul;97.0;6;-1;0;unknown;Tennis;Lisboa;no;no
13196;33;housemaid;married;primary;no;1.0;yes;no;cellular;8;jul;135.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13197;29;blue-collar;married;secondary;no;-478.0;no;yes;cellular;8;jul;528.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13198;36;unemployed;married;secondary;no;356.0;no;no;cellular;8;jul;361.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13199;29;technician;single;secondary;no;290.0;yes;yes;cellular;8;jul;293.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13200;45;services;married;secondary;no;1343.0;no;yes;cellular;8;jul;220.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13201;26;blue-collar;single;secondary;yes;81.0;no;yes;cellular;8;jul;803.0;2;-1;0;unknown;Basketball;Lisboa;no;yes
13202;51;services;married;secondary;no;272.0;no;yes;cellular;8;jul;217.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13203;46;blue-collar;divorced;primary;no;2775.0;no;yes;cellular;8;jul;188.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13204;29;technician;single;secondary;no;359.0;yes;no;cellular;8;jul;604.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13205;52;blue-collar;single;secondary;no;288.0;yes;no;cellular;8;jul;159.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13206;45;admin.;married;secondary;no;3493.0;yes;no;cellular;8;jul;498.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
13207;30;admin.;single;secondary;no;1249.0;no;no;cellular;8;jul;220.0;4;-1;0;unknown;Tennis;Lisboa;no;no
13208;33;services;married;secondary;no;0.0;no;yes;cellular;8;jul;285.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13209;29;self-employed;single;tertiary;no;0.0;yes;no;cellular;8;jul;231.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13210;36;unemployed;divorced;secondary;no;5.0;yes;no;cellular;8;jul;;1;-1;0;unknown;Tennis;Lisboa;yes;no
13211;60;retired;divorced;secondary;no;598.0;no;yes;cellular;8;jul;96.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13212;35;services;single;primary;no;790.0;no;no;cellular;8;jul;221.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13213;33;management;single;tertiary;no;0.0;yes;no;cellular;8;jul;454.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13214;36;services;married;primary;no;795.0;no;yes;cellular;8;jul;215.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13215;28;blue-collar;married;secondary;no;1296.0;yes;yes;cellular;8;jul;764.0;5;-1;0;unknown;Basketball;Lisboa;no;no
13216;39;housemaid;divorced;secondary;no;188.0;no;no;cellular;8;jul;163.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13217;36;technician;single;secondary;no;;no;no;cellular;8;jul;;1;-1;0;unknown;Soccer;Lisboa;no;no
13218;43;services;married;secondary;no;-392.0;no;yes;cellular;8;jul;185.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13219;47;technician;married;secondary;no;0.0;yes;no;cellular;8;jul;;1;-1;0;unknown;Tennis;Lisboa;no;no
13220;25;services;single;secondary;no;628.0;no;no;cellular;8;jul;266.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13221;34;admin.;married;secondary;no;233.0;yes;yes;cellular;8;jul;;1;-1;0;unknown;Soccer;Lisboa;no;no
13222;60;management;married;secondary;no;725.0;yes;no;cellular;8;jul;266.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13223;25;blue-collar;single;secondary;no;0.0;no;no;telephone;8;jul;112.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13224;52;management;married;unknown;no;414.0;yes;no;cellular;8;jul;424.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13225;30;admin.;divorced;secondary;no;;no;no;cellular;8;jul;61.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13226;38;housemaid;married;secondary;no;1508.0;no;yes;cellular;8;jul;306.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
13227;54;blue-collar;married;primary;no;;no;yes;cellular;8;jul;1027.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13228;31;blue-collar;married;secondary;no;152.0;yes;yes;cellular;8;jul;831.0;1;-1;0;unknown;Soccer;Lisboa;no;yes
13229;29;services;single;secondary;no;-32.0;no;yes;cellular;8;jul;510.0;1;-1;0;unknown;Basketball;Lisboa;yes;no
13230;37;blue-collar;divorced;secondary;no;277.0;no;yes;cellular;8;jul;338.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13231;28;management;single;tertiary;no;882.0;no;yes;cellular;8;jul;107.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13232;51;services;single;unknown;no;415.0;no;no;cellular;8;jul;210.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13233;55;technician;married;secondary;no;477.0;no;no;cellular;8;jul;138.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13234;52;blue-collar;married;secondary;no;380.0;yes;yes;cellular;8;jul;58.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13235;55;unemployed;married;secondary;no;-246.0;no;yes;cellular;8;jul;305.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13236;25;admin.;married;secondary;no;142.0;yes;no;cellular;8;jul;312.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13237;34;technician;single;secondary;yes;-2.0;no;yes;cellular;8;jul;283.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13238;59;management;married;tertiary;no;96.0;no;yes;cellular;8;jul;55.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13239;28;admin.;single;secondary;no;-126.0;no;yes;cellular;8;jul;360.0;4;-1;0;unknown;Tennis;Lisboa;no;no
13240;58;blue-collar;married;secondary;no;279.0;no;no;cellular;8;jul;327.0;5;-1;0;unknown;Soccer;Lisboa;no;no
13241;45;technician;divorced;secondary;no;146.0;no;no;cellular;8;jul;216.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13242;60;management;married;secondary;no;49.0;no;yes;cellular;8;jul;76.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13243;29;services;single;secondary;no;9.0;no;yes;cellular;8;jul;202.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13244;55;unemployed;married;primary;no;1221.0;no;yes;cellular;8;jul;108.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13245;54;blue-collar;married;secondary;no;1063.0;no;yes;cellular;8;jul;;3;-1;0;unknown;Soccer;Lisboa;no;no
13246;34;admin.;married;tertiary;no;434.0;no;no;cellular;8;jul;165.0;3;-1;0;unknown;Soccer;Lisboa;yes;no
13247;27;self-employed;single;tertiary;no;108.0;no;yes;cellular;8;jul;141.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13248;50;blue-collar;married;secondary;no;1293.0;no;yes;cellular;8;jul;82.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13249;38;blue-collar;single;secondary;no;10.0;no;no;cellular;8;jul;84.0;3;-1;0;unknown;Tennis;Lisboa;no;no
13250;52;technician;married;secondary;no;;no;yes;cellular;8;jul;89.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13251;59;retired;divorced;tertiary;no;439.0;no;yes;cellular;8;jul;136.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13252;49;blue-collar;married;secondary;no;1838.0;yes;no;cellular;8;jul;203.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13253;44;management;married;tertiary;no;;no;no;cellular;8;jul;54.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13254;35;admin.;single;secondary;no;57.0;no;yes;cellular;8;jul;632.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13255;28;management;single;unknown;no;81.0;no;yes;cellular;8;jul;158.0;1;-1;0;unknown;Tennis;Lisboa;yes;no
13256;43;blue-collar;divorced;primary;no;328.0;no;yes;cellular;8;jul;192.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13257;31;admin.;single;secondary;yes;4.0;yes;yes;cellular;8;jul;144.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13258;42;entrepreneur;married;tertiary;no;2476.0;yes;no;cellular;8;jul;;1;-1;0;unknown;Soccer;Lisboa;no;no
13259;28;management;single;tertiary;no;1252.0;yes;yes;cellular;8;jul;319.0;4;-1;0;unknown;Tennis;Lisboa;no;no
13260;38;technician;married;secondary;no;0.0;no;no;cellular;8;jul;635.0;1;-1;0;unknown;Basketball;Lisboa;no;yes
13261;52;technician;married;secondary;yes;0.0;no;no;cellular;8;jul;584.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13262;57;blue-collar;married;secondary;no;75.0;no;no;cellular;8;jul;157.0;8;-1;0;unknown;Soccer;Lisboa;no;no
13263;30;blue-collar;married;primary;no;307.0;yes;yes;cellular;8;jul;117.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13264;27;services;single;secondary;no;167.0;no;yes;cellular;8;jul;606.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13265;28;admin.;single;secondary;no;19.0;no;no;cellular;8;jul;78.0;4;-1;0;unknown;Basketball;Lisboa;no;no
13266;31;management;married;secondary;no;-329.0;yes;no;cellular;8;jul;119.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13267;32;blue-collar;divorced;secondary;no;-299.0;yes;no;cellular;8;jul;192.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13268;40;management;married;tertiary;no;2840.0;yes;no;cellular;8;jul;1720.0;4;-1;0;unknown;Basketball;Lisboa;yes;no
13269;45;technician;married;secondary;no;1477.0;yes;no;cellular;8;jul;355.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13270;38;admin.;single;secondary;no;0.0;no;no;cellular;8;jul;452.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13271;52;admin.;married;secondary;no;350.0;no;yes;cellular;8;jul;460.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13272;56;blue-collar;single;secondary;no;663.0;no;yes;cellular;8;jul;819.0;3;-1;0;unknown;Soccer;Lisboa;yes;yes
13273;31;blue-collar;single;primary;no;485.0;no;yes;cellular;8;jul;447.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13274;42;blue-collar;married;secondary;yes;-29.0;no;yes;cellular;8;jul;;2;-1;0;unknown;Basketball;Lisboa;yes;no
13275;32;housemaid;married;primary;no;0.0;no;no;telephone;8;jul;63.0;3;-1;0;unknown;Tennis;Lisboa;no;no
13276;35;services;married;secondary;no;629.0;no;yes;cellular;8;jul;518.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13277;37;blue-collar;married;primary;no;89.0;no;yes;telephone;8;jul;336.0;4;-1;0;unknown;Basketball;Lisboa;no;no
13278;45;blue-collar;single;tertiary;no;;no;yes;cellular;8;jul;171.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13279;58;management;married;tertiary;no;913.0;no;yes;cellular;8;jul;326.0;6;-1;0;unknown;Basketball;Lisboa;yes;no
13280;30;self-employed;married;secondary;no;57.0;no;yes;cellular;8;jul;;2;-1;0;unknown;Basketball;Lisboa;no;no
13281;48;admin.;married;secondary;no;-509.0;no;yes;cellular;8;jul;302.0;3;-1;0;unknown;Soccer;Lisboa;no;no
13282;28;technician;single;secondary;no;31.0;no;no;cellular;8;jul;323.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
13283;54;blue-collar;married;primary;no;-16.0;no;yes;telephone;8;jul;346.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13284;36;blue-collar;single;secondary;no;110.0;no;no;cellular;8;jul;291.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
13285;41;blue-collar;single;secondary;no;-329.0;no;yes;cellular;8;jul;;3;-1;0;unknown;Basketball;Lisboa;no;no
13286;25;technician;divorced;secondary;no;86.0;no;yes;cellular;8;jul;483.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13287;33;services;single;secondary;no;969.0;no;no;telephone;8;jul;107.0;3;-1;0;unknown;Basketball;Lisboa;yes;no
13288;49;blue-collar;single;primary;no;1040.0;no;no;cellular;8;jul;474.0;2;-1;0;unknown;Basketball;Lisboa;yes;no
13289;39;admin.;married;secondary;no;7711.0;yes;no;cellular;8;jul;289.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13290;30;technician;single;secondary;no;137.0;no;yes;cellular;8;jul;517.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13291;59;retired;married;primary;no;468.0;yes;no;telephone;8;jul;71.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13292;54;technician;married;tertiary;no;758.0;yes;yes;cellular;8;jul;554.0;1;-1;0;unknown;Soccer;Lisboa;yes;no
13293;57;management;married;tertiary;no;5.0;yes;no;cellular;8;jul;96.0;1;-1;0;unknown;Soccer;Lisboa;no;no
13294;60;management;married;tertiary;no;0.0;yes;no;cellular;8;jul;59.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13295;32;admin.;married;secondary;no;-1.0;no;no;cellular;8;jul;228.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13296;29;management;single;tertiary;no;640.0;no;no;cellular;8;jul;150.0;2;-1;0;unknown;Soccer;Lisboa;no;no
13297;27;blue-collar;married;secondary;no;-59.0;no;yes;cellular;8;jul;154.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13298;26;admin.;single;secondary;no;;no;yes;cellular;8;jul;658.0;2;-1;0;unknown;Basketball;Lisboa;no;yes
13299;41;blue-collar;married;primary;no;17.0;no;no;cellular;8;jul;117.0;3;-1;0;unknown;Tennis;Lisboa;yes;no
13300;26;technician;single;secondary;no;0.0;no;no;cellular;8;jul;362.0;2;-1;0;unknown;Basketball;Lisboa;no;no
13301;40;admin.;married;secondary;no;1011.0;yes;no;cellular;8;jul;145.0;12;-1;0;unknown;Basketball;Lisboa;yes;no
13302;26;technician;married;secondary;no;370.0;no;yes;cellular;8;jul;1061.0;4;-1;0;unknown;Tennis;Lisboa;no;yes
13303;47;technician;married;secondary;no;-107.0;no;no;cellular;8;jul;236.0;2;-1;0;unknown;Tennis;Lisboa;yes;no
13304;36;management;married;tertiary;no;2309.0;yes;no;cellular;8;jul;268.0;2;-1;0;unknown;Tennis;Lisboa;no;no
13305;57;blue-collar;married;primary;no;;no;no;cellular;8;jul;237.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13306;51;technician;married;secondary;no;313.0;no;yes;cellular;8;jul;378.0;1;-1;0;unknown;Tennis;Lisboa;no;no
13307;60;management;married;secondary;no;164.0;no;yes;cellular;8;jul;171.0;1;-1;0;unknown;Basketball;Lisboa;no;no
13308;41;blue-collar;divorced;unknown;no;19.0;no;yes;cellular;8;jul;514.0;5;-1;0;unknown;Soccer;Lisboa;no;no
13309;26;blue-collar;single;secondary;no;-128.0;no;yes;cellular;8;jul;392.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13310;34;blue-collar;married;secondary;no;123.0;yes;no;cellular;8;jul;218.0;3;-1;0;unknown;Tennis;Lisboa;no;no
13311;29;admin.;single;secondary;no;-37.0;yes;no;cellular;8;jul;21.0;35;-1;0;unknown;Soccer;Lisboa;no;no
13312;54;housemaid;married;primary;no;8.0;no;yes;telephone;8;jul;116.0;2;-1;0;unknown;Soccer;Lisboa;yes;no
13313;27;management;married;tertiary;no;5262.0;no;yes;cellular;8;jul;201.0;9;-1;0;unknown;Tennis;Lisboa;no;no
13314;35;retired;married;primary;no;329.0;no;yes;cellular;8;jul;520.0;3;-1;0;unknown;Soccer;Lisboa;no;no
13315;59;management;married;tertiary;no;;no;yes;cellular;8;jul;137.0;3;-1;0;unknown;Basketball;Lisboa;no;no
13316;30;technician;single;secondary;no;77.0;no;yes;cellular;8;jul;82.0;4;-1;0;unknown;Tennis;Lisboa;no;no
